,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8158,8159,CA-2018-136238,2018-12-26,2019-01-01,Standard Class,KB-16240,Karen Bern,Corporate,United States,Odessa,Texas,79762.0,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,16.032,3,0.2,5.611199999999999
8167,8168,CA-2017-144148,2017-07-31,2017-08-05,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.128,7,0.2,-32.367300000000085
8175,8176,CA-2017-114944,2017-01-30,2017-02-04,Standard Class,HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,156.512,4,0.2,52.82279999999999
8182,8183,CA-2018-155642,2018-05-18,2018-05-22,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.173599999999997
8183,8184,CA-2018-155642,2018-05-18,2018-05-22,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1.8920000000000003,1,0.6,-0.9932999999999996
8184,8185,US-2018-101721,2018-07-23,2018-07-27,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,63.312,3,0.2,20.576399999999996
8187,8188,CA-2017-127194,2017-12-10,2017-12-16,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",62.82000000000001,9,0.0,29.5254
8195,8196,CA-2016-136700,2016-12-06,2016-12-11,Second Class,DB-13120,David Bremer,Corporate,United States,Santa Barbara,California,93101.0,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.3904000000000005
8201,8202,CA-2016-114811,2016-11-08,2016-11-08,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024.0,East,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,5,0.0,16.7875
8202,8203,CA-2016-114811,2016-11-08,2016-11-08,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,549.98,2,0.0,142.9948
8203,8204,CA-2016-114811,2016-11-08,2016-11-08,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024.0,East,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,11.82,3,0.0,4.728
8204,8205,CA-2016-114811,2016-11-08,2016-11-08,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024.0,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,4643.8,4,0.0,2229.024
8205,8206,CA-2016-114811,2016-11-08,2016-11-08,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024.0,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,577.764,2,0.1,115.5528
8210,8211,CA-2018-128769,2018-09-07,2018-09-12,Standard Class,DM-12955,Dario Medina,Corporate,United States,Nashville,Tennessee,37211.0,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,81.568,2,0.2,7.1372000000000035
8213,8214,CA-2016-120845,2016-09-25,2016-10-02,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",6.336000000000001,4,0.7,-4.646399999999998
8214,8215,CA-2016-120845,2016-09-25,2016-10-02,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,10.48,1,0.2,3.7989999999999995
8215,8216,CA-2016-120845,2016-09-25,2016-10-02,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,2.4690000000000003,1,0.7,-1.8106
8216,8217,CA-2016-120845,2016-09-25,2016-10-02,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,3.2640000000000007,2,0.7,-2.2847999999999997
8223,8224,CA-2017-104633,2017-06-12,2017-06-16,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Pasadena,California,91104.0,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",185.88,6,0.0,83.64599999999999
8224,8225,CA-2017-104633,2017-06-12,2017-06-16,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Pasadena,California,91104.0,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,2,0.0,6.2208000000000006
8245,8246,US-2015-143581,2015-08-19,2015-08-23,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.90999999999997,3,0.0,10.347300000000004
8272,8273,CA-2017-139549,2017-10-20,2017-10-25,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,El Cajon,California,92020.0,West,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,387.136,4,0.2,4.839199999999991
8274,8275,CA-2018-164112,2018-06-30,2018-07-04,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Mount Vernon,New York,10550.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0.0,282.2092
8280,8281,CA-2018-134810,2018-05-09,2018-05-10,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",65.232,3,0.2,22.0158
8281,8282,CA-2018-134810,2018-05-09,2018-05-10,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,28540.0,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,3,0.2,25.87499999999997
8293,8294,US-2018-168802,2018-11-03,2018-11-07,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Seattle,Washington,98103.0,West,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,18.368000000000002,4,0.2,5.9696
8295,8296,CA-2017-166380,2017-05-30,2017-06-03,Standard Class,EB-13750,Edward Becker,Corporate,United States,Arlington,Virginia,22204.0,South,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",26.55,9,0.0,12.744
8296,8297,CA-2017-166380,2017-05-30,2017-06-03,Standard Class,EB-13750,Edward Becker,Corporate,United States,Arlington,Virginia,22204.0,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,111.98,2,0.0,26.875200000000007
8297,8298,US-2016-158911,2016-07-05,2016-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928000000000001,2,0.2,0.7391999999999994
8298,8299,US-2016-158911,2016-07-05,2016-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.271699999999999
8301,8302,US-2018-167318,2018-07-26,2018-08-01,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,90036.0,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.0,659.98
8302,8303,US-2018-167318,2018-07-26,2018-08-01,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",362.352,3,0.2,45.293999999999954
8326,8327,CA-2018-103478,2018-07-21,2018-07-24,Second Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,2.8639999999999994,4,0.8,-4.582400000000002
8327,8328,CA-2018-103478,2018-07-21,2018-07-24,Second Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,94.19199999999998,7,0.8,-164.83600000000007
8337,8338,CA-2015-153087,2015-12-27,2016-01-03,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,23.92,4,0.0,11.7208
8338,8339,CA-2015-153087,2015-12-27,2016-01-03,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,35601.0,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,498.0,5,0.0,184.26
8339,8340,CA-2018-135076,2018-04-13,2018-04-17,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Hesperia,California,92345.0,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.70400000000006,6,0.2,-38.21160000000003
8346,8347,US-2016-115238,2016-04-30,2016-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841.0,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.400000000000002,5,0.0,13.188000000000002
8347,8348,US-2016-115238,2016-04-30,2016-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841.0,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,0.0,3.7920000000000007
8348,8349,US-2016-115238,2016-04-30,2016-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841.0,East,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5,10,0.0,58.66
8349,8350,US-2016-115238,2016-04-30,2016-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841.0,East,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",24.3,5,0.0,10.449000000000002
8350,8351,US-2016-115238,2016-04-30,2016-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841.0,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48,1,0.0,3.1104000000000003
8351,8352,CA-2018-132199,2018-05-03,2018-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.448,2,0.2,7.300800000000001
8352,8353,CA-2018-132199,2018-05-03,2018-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,26.388,4,0.7,-17.59199999999999
8353,8354,CA-2018-132199,2018-05-03,2018-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,373.4699999999999,5,0.4,-112.041
8354,8355,CA-2018-132199,2018-05-03,2018-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",64.2,5,0.7,-44.94
8355,8356,CA-2018-132199,2018-05-03,2018-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,8.0,2,0.2,2.8
8366,8367,CA-2015-109918,2015-09-07,2015-09-12,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,95051.0,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0.0,7.3872
8367,8368,CA-2015-109918,2015-09-07,2015-09-12,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,95051.0,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,0.0,9.663199999999998
8368,8369,CA-2015-109918,2015-09-07,2015-09-12,Second Class,LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,95051.0,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92000000000002,5,0.2,31.47
8376,8377,CA-2018-156272,2018-03-21,2018-03-27,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Pompano Beach,Florida,33068.0,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,64.384,1,0.2,8.047999999999998
8377,8378,CA-2016-162964,2016-11-12,2016-11-18,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095.0,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.576399999999996
8378,8379,CA-2016-162964,2016-11-12,2016-11-18,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552000000000003,3,0.2,5.6376
8379,8380,CA-2016-162964,2016-11-12,2016-11-18,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095.0,Central,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.88799999999998,7,0.2,69.96499999999997
8382,8383,CA-2017-163048,2017-02-08,2017-02-15,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,77036.0,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.49999999999997,4,0.3,0.0
8385,8386,CA-2018-137582,2018-09-04,2018-09-08,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Oakland,California,94601.0,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328
8388,8389,CA-2015-139423,2015-11-01,2015-11-05,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,Orange,New Jersey,7050.0,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.0,22.074799999999996
8390,8391,CA-2018-153227,2018-12-04,2018-12-06,First Class,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0.0,5.7623999999999995
8403,8404,CA-2017-154067,2017-02-01,2017-02-07,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.539199999999994
8404,8405,CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711.0,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,83.92,4,0.0,5.874399999999994
8405,8406,CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711.0,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,141.9,5,0.0,58.179
8406,8407,CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711.0,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,39.98,2,0.0,9.1954
8407,8408,CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711.0,East,OFF-AR-10001419,Office Supplies,Art,Newell 325,28.91,7,0.0,8.672999999999998
8408,8409,CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711.0,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95000000000002,5,0.0,45.487
8410,8411,CA-2017-130820,2017-11-15,2017-11-15,Same Day,ON-18715,Odella Nelson,Corporate,United States,Burlington,North Carolina,27217.0,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-199.50760000000008
8413,8414,CA-2017-147109,2017-12-17,2017-12-21,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84000000000001,10,0.2,18.144
8414,8415,CA-2017-147109,2017-12-17,2017-12-21,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017.0,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.60000000000002,3,0.2,-6.210000000000015
8425,8426,CA-2017-137652,2017-08-28,2017-08-30,First Class,EB-13750,Edward Becker,Corporate,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.432000000000002,8,0.7,-12.287999999999997
8428,8429,US-2018-132220,2018-11-12,2018-11-16,Standard Class,DJ-13510,Don Jones,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,62.352000000000004,6,0.2,-10.911600000000007
8431,8432,CA-2018-155621,2018-11-08,2018-11-13,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Baltimore,Maryland,21215.0,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,274.20000000000005,10,0.0,112.422
8432,8433,US-2015-127635,2015-09-14,2015-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,-1.3607999999999998
8433,8434,US-2015-127635,2015-09-14,2015-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848000000000001,2,0.2,2.1399999999999992
8434,8435,US-2015-127635,2015-09-14,2015-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.723000000000001
8435,8436,US-2015-127635,2015-09-14,2015-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.551999999999998,2,0.8,-13.6832
8439,8440,CA-2018-114370,2018-03-14,2018-03-17,Second Class,BN-11470,Brad Norvell,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.61600000000001,2,0.2,4.961599999999999
8445,8446,CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920.0,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.756799999999984
8446,8447,CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920.0,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.700000000000003
